"id","sp","site","ind","warm","photo","chill","lday","bday","risk"
"ACEPEN04_HF_09","ACEPEN","HF","ACEPEN04_HF",20,8,2,31,13,18
"ACEPEN04_HF_10","ACEPEN","HF","ACEPEN04_HF",20,12,1,31,8,23
"ACEPEN04_HF_11","ACEPEN","HF","ACEPEN04_HF",20,12,0,29,13,16
"ACEPEN04_SH_02","ACEPEN","SH","ACEPEN04_SH",20,12,0,42,13,29
"ACEPEN04_SH_03","ACEPEN","SH","ACEPEN04_SH",15,12,2,43,13,30
"ACEPEN04_SH_05","ACEPEN","SH","ACEPEN04_SH",20,8,0,40,18,22
"ACEPEN04_SH_06","ACEPEN","SH","ACEPEN04_SH",15,12,1,37,13,24
"ACEPEN04_SH_08","ACEPEN","SH","ACEPEN04_SH",20,12,1,31,13,18
"ACEPEN04_SH_09","ACEPEN","SH","ACEPEN04_SH",20,8,2,50,24,26
"ACEPEN04_SH_11","ACEPEN","SH","ACEPEN04_SH",15,8,0,68,21,47
"ACEPEN04_SH_12","ACEPEN","SH","ACEPEN04_SH",15,12,0,54,32,22
"ACEPEN06_SH_01","ACEPEN","SH","ACEPEN06_SH",20,12,0,33,18,15
"ACEPEN06_SH_02","ACEPEN","SH","ACEPEN06_SH",20,12,2,27,20,7
"ACEPEN06_SH_03","ACEPEN","SH","ACEPEN06_SH",20,8,0,40,18,22
"ACEPEN06_SH_04","ACEPEN","SH","ACEPEN06_SH",15,8,0,82,21,61
"ACEPEN06_SH_05","ACEPEN","SH","ACEPEN06_SH",15,8,2,44,13,31
"ACEPEN06_SH_06","ACEPEN","SH","ACEPEN06_SH",15,12,1,51,8,43
"ACEPEN06_SH_07","ACEPEN","SH","ACEPEN06_SH",15,8,1,44,9,35
"ACEPEN06_SH_09","ACEPEN","SH","ACEPEN06_SH",15,12,2,30,13,17
"ACEPEN06_SH_10","ACEPEN","SH","ACEPEN06_SH",15,12,0,48,20,28
"ACEPEN07_SH_02","ACEPEN","SH","ACEPEN07_SH",20,8,2,41,24,17
"ACEPEN07_SH_05","ACEPEN","SH","ACEPEN07_SH",15,8,0,82,39,43
"ACEPEN07_SH_07","ACEPEN","SH","ACEPEN07_SH",15,12,0,61,32,29
"ACEPEN07_SH_09","ACEPEN","SH","ACEPEN07_SH",20,8,0,40,27,13
"ACEPEN07_SH_12","ACEPEN","SH","ACEPEN07_SH",20,12,0,42,26,16
"ACEPEN08_SH_01","ACEPEN","SH","ACEPEN08_SH",20,8,0,56,27,29
"ACEPEN08_SH_02","ACEPEN","SH","ACEPEN08_SH",15,12,1,57,13,44
"ACEPEN08_SH_03","ACEPEN","SH","ACEPEN08_SH",15,12,0,82,32,50
"ACEPEN08_SH_05","ACEPEN","SH","ACEPEN08_SH",15,8,1,52,15,37
"ACEPEN08_SH_06","ACEPEN","SH","ACEPEN08_SH",15,8,0,82,39,43
"ACEPEN08_SH_07","ACEPEN","SH","ACEPEN08_SH",15,12,2,50,13,37
"ACEPEN08_SH_09","ACEPEN","SH","ACEPEN08_SH",20,12,1,31,13,18
"ACEPEN08_SH_10","ACEPEN","SH","ACEPEN08_SH",20,12,2,27,14,13
"ACEPEN08_SH_11","ACEPEN","SH","ACEPEN08_SH",20,8,2,41,24,17
"ACEPEN08_SH_12","ACEPEN","SH","ACEPEN08_SH",20,12,0,39,18,21
"ACEPEN09_SH_01","ACEPEN","SH","ACEPEN09_SH",15,8,1,44,9,35
"ACEPEN09_SH_02","ACEPEN","SH","ACEPEN09_SH",15,8,2,52,13,39
"ACEPEN09_SH_04","ACEPEN","SH","ACEPEN09_SH",20,8,0,40,18,22
"ACEPEN09_SH_05","ACEPEN","SH","ACEPEN09_SH",15,12,0,48,20,28
"ACEPEN09_SH_07","ACEPEN","SH","ACEPEN09_SH",15,8,0,68,33,35
"ACEPEN09_SH_08","ACEPEN","SH","ACEPEN09_SH",20,8,2,41,13,28
"ACEPEN09_SH_10","ACEPEN","SH","ACEPEN09_SH",15,12,1,30,8,22
"ACEPEN09_SH_11","ACEPEN","SH","ACEPEN09_SH",15,12,2,37,13,24
"ACEPEN09_SH_12","ACEPEN","SH","ACEPEN09_SH",20,12,1,38,13,25
"ACEPEN11_HF_01","ACEPEN","HF","ACEPEN11_HF",20,8,2,41,24,17
"ACEPEN11_HF_02","ACEPEN","HF","ACEPEN11_HF",15,12,2,37,13,24
"ACEPEN11_HF_03","ACEPEN","HF","ACEPEN11_HF",20,12,1,31,13,18
"ACEPEN11_HF_04","ACEPEN","HF","ACEPEN11_HF",15,8,0,68,33,35
"ACEPEN11_HF_05","ACEPEN","HF","ACEPEN11_HF",20,12,2,36,14,22
"ACEPEN11_HF_06","ACEPEN","HF","ACEPEN11_HF",20,12,0,39,6,33
"ACEPEN11_HF_08","ACEPEN","HF","ACEPEN11_HF",15,8,2,44,17,27
"ACEPEN11_HF_09","ACEPEN","HF","ACEPEN11_HF",15,12,1,30,13,17
"ACEPEN11_HF_12","ACEPEN","HF","ACEPEN11_HF",15,12,0,48,32,16
"ACEPEN11_SH_01","ACEPEN","SH","ACEPEN11_SH",20,8,2,41,24,17
"ACEPEN11_SH_03","ACEPEN","SH","ACEPEN11_SH",20,12,1,31,8,23
"ACEPEN11_SH_04","ACEPEN","SH","ACEPEN11_SH",15,12,2,50,13,37
"ACEPEN11_SH_05","ACEPEN","SH","ACEPEN11_SH",15,12,0,48,20,28
"ACEPEN11_SH_08","ACEPEN","SH","ACEPEN11_SH",15,8,2,52,13,39
"ACEPEN11_SH_11","ACEPEN","SH","ACEPEN11_SH",15,8,0,68,33,35
"ACEPEN11_SH_12","ACEPEN","SH","ACEPEN11_SH",20,8,0,43,26,17
"ACEPEN12_HF_01","ACEPEN","HF","ACEPEN12_HF",20,12,0,33,26,7
"ACEPEN12_HF_02","ACEPEN","HF","ACEPEN12_HF",15,12,0,48,20,28
"ACEPEN12_HF_03","ACEPEN","HF","ACEPEN12_HF",15,12,1,43,8,35
"ACEPEN12_HF_04","ACEPEN","HF","ACEPEN12_HF",15,8,0,68,33,35
"ACEPEN12_HF_06","ACEPEN","HF","ACEPEN12_HF",20,8,0,40,18,22
"ACEPEN12_HF_08","ACEPEN","HF","ACEPEN12_HF",20,8,2,50,24,26
"ACEPEN12_HF_10","ACEPEN","HF","ACEPEN12_HF",15,8,1,52,9,43
"ACEPEN12_HF_11","ACEPEN","HF","ACEPEN12_HF",20,12,1,31,8,23
"ACERUB05_SH_01","ACERUB","SH","ACERUB05_SH",15,8,1,52,44,8
"ACERUB05_SH_02","ACERUB","SH","ACERUB05_SH",15,12,2,43,30,13
"ACERUB05_SH_03","ACERUB","SH","ACERUB05_SH",20,8,2,56,31,25
"ACERUB05_SH_04","ACERUB","SH","ACERUB05_SH",20,8,0,68,56,12
"ACERUB05_SH_05","ACERUB","SH","ACERUB05_SH",15,8,2,44,30,14
"ACERUB05_SH_07","ACERUB","SH","ACERUB05_SH",15,12,0,68,54,14
"ACERUB05_SH_08","ACERUB","SH","ACERUB05_SH",15,8,0,82,68,14
"ACERUB05_SH_11","ACERUB","SH","ACERUB05_SH",15,12,1,37,22,15
"ACERUB06_SH_02","ACERUB","SH","ACERUB06_SH",20,12,1,31,17,14
"ACERUB06_SH_03","ACERUB","SH","ACERUB06_SH",20,8,0,34,27,7
"ACERUB06_SH_07","ACERUB","SH","ACERUB06_SH",15,12,2,50,13,37
"ACERUB06_SH_11","ACERUB","SH","ACERUB06_SH",20,8,2,56,24,32
"ACERUB07_SH_01","ACERUB","SH","ACERUB07_SH",15,12,1,30,13,17
"ACERUB07_SH_02","ACERUB","SH","ACERUB07_SH",20,12,0,33,18,15
"ACERUB07_SH_03","ACERUB","SH","ACERUB07_SH",15,8,2,44,13,31
"ACERUB07_SH_04","ACERUB","SH","ACERUB07_SH",15,12,0,48,32,16
"ACERUB07_SH_06","ACERUB","SH","ACERUB07_SH",15,12,2,37,16,21
"ACERUB07_SH_07","ACERUB","SH","ACERUB07_SH",20,8,2,31,13,18
"ACERUB07_SH_08","ACERUB","SH","ACERUB07_SH",20,12,2,36,14,22
"ACERUB07_SH_09","ACERUB","SH","ACERUB07_SH",20,12,1,24,13,11
"ACERUB07_SH_10","ACERUB","SH","ACERUB07_SH",15,8,0,68,33,35
"ACERUB07_SH_12","ACERUB","SH","ACERUB07_SH",15,8,1,44,15,29
"ACERUB08_SH_02","ACERUB","SH","ACERUB08_SH",20,8,0,43,29,14
"ACERUB08_SH_03","ACERUB","SH","ACERUB08_SH",20,12,0,47,33,14
"ACERUB08_SH_04","ACERUB","SH","ACERUB08_SH",20,12,2,36,14,22
"ACERUB08_SH_05","ACERUB","SH","ACERUB08_SH",20,8,2,31,24,7
"ACERUB08_SH_06","ACERUB","SH","ACERUB08_SH",15,12,2,30,16,14
"ACERUB08_SH_07","ACERUB","SH","ACERUB08_SH",15,12,1,30,13,17
"ACERUB08_SH_09","ACERUB","SH","ACERUB08_SH",15,8,2,44,23,21
"ACERUB08_SH_11","ACERUB","SH","ACERUB08_SH",15,12,0,61,34,27
"ACERUB08_SH_12","ACERUB","SH","ACERUB08_SH",15,8,0,75,33,42
"ACERUB09_SH_02","ACERUB","SH","ACERUB09_SH",15,8,0,75,53,22
"ACERUB09_SH_05","ACERUB","SH","ACERUB09_SH",20,12,2,36,20,16
"ACERUB09_SH_06","ACERUB","SH","ACERUB09_SH",20,12,1,31,13,18
"ACERUB09_SH_07","ACERUB","SH","ACERUB09_SH",15,12,1,43,17,26
"ACERUB09_SH_08","ACERUB","SH","ACERUB09_SH",15,8,2,44,13,31
"ACERUB09_SH_09","ACERUB","SH","ACERUB09_SH",20,12,0,42,33,9
"ACERUB10_HF_01","ACERUB","HF","ACERUB10_HF",15,12,0,48,12,36
"ACERUB10_HF_02","ACERUB","HF","ACERUB10_HF",15,12,2,30,16,14
"ACERUB10_HF_04","ACERUB","HF","ACERUB10_HF",15,8,0,68,39,29
"ACERUB10_HF_05","ACERUB","HF","ACERUB10_HF",15,12,1,30,13,17
"ACERUB10_HF_06","ACERUB","HF","ACERUB10_HF",15,8,2,44,17,27
"ACERUB10_HF_07","ACERUB","HF","ACERUB10_HF",20,12,1,24,8,16
"ACERUB10_HF_08","ACERUB","HF","ACERUB10_HF",20,8,0,40,34,6
"ACERUB10_HF_09","ACERUB","HF","ACERUB10_HF",20,8,2,31,13,18
"ACERUB10_HF_10","ACERUB","HF","ACERUB10_HF",15,8,1,44,23,21
"ACERUB10_HF_11","ACERUB","HF","ACERUB10_HF",20,12,2,27,14,13
"ACERUB10_HF_12","ACERUB","HF","ACERUB10_HF",20,12,0,42,26,16
"ACERUB10_SH_02","ACERUB","SH","ACERUB10_SH",15,12,2,37,16,21
"ACERUB10_SH_03","ACERUB","SH","ACERUB10_SH",15,8,2,44,13,31
"ACERUB10_SH_04","ACERUB","SH","ACERUB10_SH",15,12,1,37,17,20
"ACERUB10_SH_06","ACERUB","SH","ACERUB10_SH",20,8,0,56,34,22
"ACERUB10_SH_07","ACERUB","SH","ACERUB10_SH",15,8,0,68,39,29
"ACERUB10_SH_08","ACERUB","SH","ACERUB10_SH",20,12,0,39,26,13
"ACERUB10_SH_09","ACERUB","SH","ACERUB10_SH",15,12,0,54,12,42
"ACERUB10_SH_10","ACERUB","SH","ACERUB10_SH",20,8,2,41,24,17
"ACERUB10_SH_11","ACERUB","SH","ACERUB10_SH",20,12,1,24,13,11
"ACERUB11_HF_02","ACERUB","HF","ACERUB11_HF",15,8,1,44,9,35
"ACERUB11_HF_04","ACERUB","HF","ACERUB11_HF",15,12,2,30,16,14
"ACERUB11_HF_05","ACERUB","HF","ACERUB11_HF",20,12,1,17,8,9
"ACERUB11_HF_06","ACERUB","HF","ACERUB11_HF",15,12,1,30,17,13
"ACERUB11_HF_08","ACERUB","HF","ACERUB11_HF",15,8,0,53,33,20
"ACERUB11_HF_09","ACERUB","HF","ACERUB11_HF",20,12,0,33,26,7
"ACERUB11_HF_11","ACERUB","HF","ACERUB11_HF",15,12,0,43,32,11
"ACERUB11_HF_12","ACERUB","HF","ACERUB11_HF",20,8,0,29,27,2
"ACERUB13_HF_01","ACERUB","HF","ACERUB13_HF",20,12,0,39,33,6
"ACERUB13_HF_02","ACERUB","HF","ACERUB13_HF",20,12,1,31,13,18
"ACERUB13_HF_03","ACERUB","HF","ACERUB13_HF",15,8,0,68,33,35
"ACERUB13_HF_06","ACERUB","HF","ACERUB13_HF",15,12,1,37,13,24
"ACERUB13_HF_07","ACERUB","HF","ACERUB13_HF",20,8,0,56,34,22
"ACERUB13_HF_08","ACERUB","HF","ACERUB13_HF",15,12,0,48,32,16
"ACERUB13_HF_10","ACERUB","HF","ACERUB13_HF",15,8,1,44,23,21
"ACERUB13_HF_11","ACERUB","HF","ACERUB13_HF",15,12,2,37,16,21
"ACERUB14_HF_01","ACERUB","HF","ACERUB14_HF",15,8,1,30,15,15
"ACERUB14_HF_03","ACERUB","HF","ACERUB14_HF",15,8,0,68,33,35
"ACERUB14_HF_04","ACERUB","HF","ACERUB14_HF",20,12,2,36,14,22
"ACERUB14_HF_05","ACERUB","HF","ACERUB14_HF",20,12,0,39,18,21
"ACERUB14_HF_06","ACERUB","HF","ACERUB14_HF",15,12,0,40,20,20
"ACERUB14_HF_07","ACERUB","HF","ACERUB14_HF",15,12,1,57,17,40
"ACERUB14_HF_08","ACERUB","HF","ACERUB14_HF",20,8,0,40,27,13
"ACERUB14_HF_09","ACERUB","HF","ACERUB14_HF",15,8,2,44,17,27
"ACERUB14_HF_10","ACERUB","HF","ACERUB14_HF",20,12,1,24,8,16
"ACERUB14_HF_11","ACERUB","HF","ACERUB14_HF",20,8,2,41,24,17
"ACERUB14_HF_12","ACERUB","HF","ACERUB14_HF",15,12,2,37,16,21
"ACERUB99_HF_01","ACERUB","HF","ACERUB99_HF",15,12,1,37,13,24
"ACERUB99_HF_04","ACERUB","HF","ACERUB99_HF",15,12,2,37,23,14
"ACERUB99_HF_05","ACERUB","HF","ACERUB99_HF",20,8,2,41,24,17
"ACERUB99_HF_06","ACERUB","HF","ACERUB99_HF",20,12,2,27,20,7
"ACERUB99_HF_08","ACERUB","HF","ACERUB99_HF",15,8,0,75,47,28
"ACERUB99_HF_09","ACERUB","HF","ACERUB99_HF",20,12,1,31,17,14
"ACERUB99_HF_10","ACERUB","HF","ACERUB99_HF",15,12,0,54,34,20
"ACERUB99_HF_12","ACERUB","HF","ACERUB99_HF",20,12,0,39,29,10
"ACESAC02_HF_03","ACESAC","HF","ACESAC02_HF",15,12,0,82,61,21
"ACESAC02_HF_07","ACESAC","HF","ACESAC02_HF",20,8,0,68,56,12
"ACESAC02_HF_11","ACESAC","HF","ACESAC02_HF",15,12,2,43,37,6
"ACESAC02_HF_12","ACESAC","HF","ACESAC02_HF",15,8,0,82,68,14
"ACESAC02_SH_08","ACESAC","SH","ACESAC02_SH",20,12,0,53,42,11
"ACESAC02_SH_11","ACESAC","SH","ACESAC02_SH",20,8,2,50,41,9
"ACESAC03_SH_01","ACESAC","SH","ACESAC03_SH",15,8,0,82,39,43
"ACESAC03_SH_08","ACESAC","SH","ACESAC03_SH",20,12,2,36,14,22
"ACESAC03_SH_09","ACESAC","SH","ACESAC03_SH",15,12,2,37,23,14
"ACESAC03_SH_12","ACESAC","SH","ACESAC03_SH",15,8,1,44,23,21
"ACESAC05_HF_04","ACESAC","HF","ACESAC05_HF",15,12,0,61,54,7
"ACESAC05_HF_07","ACESAC","HF","ACESAC05_HF",20,8,0,68,56,12
"ACESAC05_HF_11","ACESAC","HF","ACESAC05_HF",20,12,1,45,38,7
"ACESAC05_HF_12","ACESAC","HF","ACESAC05_HF",15,8,0,82,75,7
"ACESAC06_HF_03","ACESAC","HF","ACESAC06_HF",20,8,0,56,12,44
"ACESAC06_HF_08","ACESAC","HF","ACESAC06_HF",15,8,0,82,68,14
"ACESAC07_HF_02","ACESAC","HF","ACESAC07_HF",15,12,0,61,54,7
"ACESAC07_HF_11","ACESAC","HF","ACESAC07_HF",20,12,0,53,47,6
"ACESAC07_SH_01","ACESAC","SH","ACESAC07_SH",20,8,0,56,29,27
"ACESAC07_SH_03","ACESAC","SH","ACESAC07_SH",15,12,1,51,37,14
"ACESAC07_SH_07","ACESAC","SH","ACESAC07_SH",20,8,2,50,41,9
"ACESAC07_SH_08","ACESAC","SH","ACESAC07_SH",20,12,0,47,39,8
"ACESAC07_SH_10","ACESAC","SH","ACESAC07_SH",15,12,0,54,48,6
"ACESAC09_SH_01","ACESAC","SH","ACESAC09_SH",20,12,1,31,24,7
"ACESAC09_SH_02","ACESAC","SH","ACESAC09_SH",15,12,0,61,48,13
"ACESAC09_SH_03","ACESAC","SH","ACESAC09_SH",15,8,0,82,68,14
"ACESAC09_SH_04","ACESAC","SH","ACESAC09_SH",15,8,1,52,44,8
"ACESAC09_SH_05","ACESAC","SH","ACESAC09_SH",20,8,2,41,31,10
"ACESAC09_SH_06","ACESAC","SH","ACESAC09_SH",15,12,2,43,37,6
"ACESAC09_SH_07","ACESAC","SH","ACESAC09_SH",15,12,1,37,22,15
"ACESAC09_SH_09","ACESAC","SH","ACESAC09_SH",20,12,2,27,14,13
"ACESAC09_SH_12","ACESAC","SH","ACESAC09_SH",20,8,0,56,34,22
"ACESAC10_HF_02","ACESAC","HF","ACESAC10_HF",15,12,0,68,61,7
"ACESAC10_HF_03","ACESAC","HF","ACESAC10_HF",15,12,2,50,23,27
"ACESAC10_HF_05","ACESAC","HF","ACESAC10_HF",20,12,0,42,39,3
"ACESAC10_SH_01","ACESAC","SH","ACESAC10_SH",20,12,1,31,24,7
"ACESAC10_SH_05","ACESAC","SH","ACESAC10_SH",15,8,0,75,68,7
"ACESAC10_SH_08","ACESAC","SH","ACESAC10_SH",15,12,0,61,54,7
"ACESAC10_SH_09","ACESAC","SH","ACESAC10_SH",20,8,2,41,31,10
"ACESAC99_HF_04","ACESAC","HF","ACESAC99_HF",20,12,1,38,31,7
"ACESAC99_HF_05","ACESAC","HF","ACESAC99_HF",15,12,2,50,37,13
"ACESAC99_HF_06","ACESAC","HF","ACESAC99_HF",15,8,0,82,68,14
"ACESAC99_HF_09","ACESAC","HF","ACESAC99_HF",15,12,0,61,54,7
"ACESAC99_HF_10","ACESAC","HF","ACESAC99_HF",15,12,1,43,37,6
"ACESAC99_HF_12","ACESAC","HF","ACESAC99_HF",20,12,0,47,39,8
"ACESAC99_SH_01","ACESAC","SH","ACESAC99_SH",20,12,0,53,39,14
"ACESAC99_SH_03","ACESAC","SH","ACESAC99_SH",20,12,1,38,31,7
"ACESAC99_SH_05","ACESAC","SH","ACESAC99_SH",15,12,2,50,37,13
"ACESAC99_SH_06","ACESAC","SH","ACESAC99_SH",15,12,1,51,37,14
"ACESAC99_SH_08","ACESAC","SH","ACESAC99_SH",20,8,2,50,41,9
"ACESAC99_SH_09","ACESAC","SH","ACESAC99_SH",20,8,0,68,56,12
"ACESAC99_SH_10","ACESAC","SH","ACESAC99_SH",15,8,1,52,44,8
"BETALL01_SH_02","BETALL","SH","BETALL01_SH",15,12,1,17,13,4
"BETALL01_SH_03","BETALL","SH","BETALL01_SH",20,8,2,50,24,26
"BETALL01_SH_04","BETALL","SH","BETALL01_SH",20,12,1,38,13,25
"BETALL01_SH_05","BETALL","SH","BETALL01_SH",15,8,0,68,39,29
"BETALL01_SH_09","BETALL","SH","BETALL01_SH",15,8,1,30,9,21
"BETALL01_SH_10","BETALL","SH","BETALL01_SH",20,8,0,56,34,22
"BETALL01_SH_11","BETALL","SH","BETALL01_SH",20,12,2,27,14,13
"BETALL02_SH_01","BETALL","SH","BETALL02_SH",20,12,0,39,26,13
"BETALL02_SH_02","BETALL","SH","BETALL02_SH",15,8,2,52,23,29
"BETALL02_SH_04","BETALL","SH","BETALL02_SH",20,12,1,17,13,4
"BETALL02_SH_05","BETALL","SH","BETALL02_SH",15,12,0,48,32,16
"BETALL02_SH_06","BETALL","SH","BETALL02_SH",20,8,0,56,34,22
"BETALL02_SH_07","BETALL","SH","BETALL02_SH",15,12,1,30,17,13
"BETALL02_SH_08","BETALL","SH","BETALL02_SH",15,8,1,52,23,29
"BETALL02_SH_09","BETALL","SH","BETALL02_SH",15,8,0,68,47,21
"BETALL02_SH_11","BETALL","SH","BETALL02_SH",15,12,2,43,16,27
"BETALL02_SH_12","BETALL","SH","BETALL02_SH",20,8,2,31,24,7
"BETALL03_SH_03","BETALL","SH","BETALL03_SH",20,12,1,17,13,4
"BETALL03_SH_04","BETALL","SH","BETALL03_SH",15,8,1,44,15,29
"BETALL03_SH_06","BETALL","SH","BETALL03_SH",20,8,2,31,24,7
"BETALL03_SH_07","BETALL","SH","BETALL03_SH",15,12,0,40,32,8
"BETALL03_SH_08","BETALL","SH","BETALL03_SH",20,12,2,36,14,22
"BETALL03_SH_09","BETALL","SH","BETALL03_SH",15,12,1,30,13,17
"BETALL03_SH_10","BETALL","SH","BETALL03_SH",15,8,2,30,13,17
"BETALL03_SH_11","BETALL","SH","BETALL03_SH",15,12,2,37,16,21
"BETALL03_SH_12","BETALL","SH","BETALL03_SH",15,8,0,47,33,14
"BETALL08_SH_01","BETALL","SH","BETALL08_SH",15,12,2,30,13,17
"BETALL08_SH_02","BETALL","SH","BETALL08_SH",15,8,1,30,9,21
"BETALL08_SH_03","BETALL","SH","BETALL08_SH",15,8,0,42,33,9
"BETALL08_SH_04","BETALL","SH","BETALL08_SH",20,12,1,24,8,16
"BETALL08_SH_05","BETALL","SH","BETALL08_SH",20,12,0,26,18,8
"BETALL08_SH_06","BETALL","SH","BETALL08_SH",20,8,2,24,13,11
"BETALL08_SH_07","BETALL","SH","BETALL08_SH",15,12,1,17,13,4
"BETALL08_SH_08","BETALL","SH","BETALL08_SH",15,12,0,40,32,8
"BETALL08_SH_09","BETALL","SH","BETALL08_SH",15,8,2,44,13,31
"BETALL08_SH_10","BETALL","SH","BETALL08_SH",20,8,0,34,27,7
"BETALL09_SH_01","BETALL","SH","BETALL09_SH",15,8,2,44,17,27
"BETALL09_SH_02","BETALL","SH","BETALL09_SH",20,8,0,40,34,6
"BETALL09_SH_03","BETALL","SH","BETALL09_SH",20,12,2,27,14,13
"BETALL09_SH_04","BETALL","SH","BETALL09_SH",15,8,1,30,15,15
"BETALL09_SH_05","BETALL","SH","BETALL09_SH",15,12,1,22,13,9
"BETALL09_SH_06","BETALL","SH","BETALL09_SH",20,12,0,39,29,10
"BETALL09_SH_07","BETALL","SH","BETALL09_SH",15,12,2,37,13,24
"BETALL09_SH_08","BETALL","SH","BETALL09_SH",15,8,0,68,42,26
"BETALL09_SH_09","BETALL","SH","BETALL09_SH",20,8,2,31,24,7
"BETALL09_SH_11","BETALL","SH","BETALL09_SH",15,12,0,48,32,16
"BETALL09_SH_12","BETALL","SH","BETALL09_SH",20,12,1,24,8,16
"BETALL10_HF_02","BETALL","HF","BETALL10_HF",20,8,2,31,24,7
"BETALL10_HF_03","BETALL","HF","BETALL10_HF",15,8,0,68,33,35
"BETALL10_HF_04","BETALL","HF","BETALL10_HF",20,12,0,26,18,8
"BETALL10_HF_05","BETALL","HF","BETALL10_HF",20,12,2,36,14,22
"BETALL10_HF_06","BETALL","HF","BETALL10_HF",15,12,1,30,13,17
"BETALL10_HF_08","BETALL","HF","BETALL10_HF",20,12,1,38,13,25
"BETALL10_HF_09","BETALL","HF","BETALL10_HF",15,8,2,30,17,13
"BETALL10_HF_10","BETALL","HF","BETALL10_HF",20,8,0,34,26,8
"BETALL10_HF_11","BETALL","HF","BETALL10_HF",15,12,0,40,32,8
"BETALL10_HF_12","BETALL","HF","BETALL10_HF",15,12,2,37,23,14
"BETALL10_SH_01","BETALL","SH","BETALL10_SH",20,8,2,24,13,11
"BETALL10_SH_02","BETALL","SH","BETALL10_SH",20,12,0,29,26,3
"BETALL10_SH_03","BETALL","SH","BETALL10_SH",15,12,1,22,13,9
"BETALL10_SH_04","BETALL","SH","BETALL10_SH",20,8,0,34,26,8
"BETALL10_SH_05","BETALL","SH","BETALL10_SH",15,8,0,47,33,14
"BETALL10_SH_07","BETALL","SH","BETALL10_SH",15,8,2,30,13,17
"BETALL10_SH_08","BETALL","SH","BETALL10_SH",15,8,1,44,15,29
"BETALL10_SH_09","BETALL","SH","BETALL10_SH",20,12,2,27,14,13
"BETALL10_SH_10","BETALL","SH","BETALL10_SH",20,12,1,17,8,9
"BETALL10_SH_11","BETALL","SH","BETALL10_SH",15,12,0,40,32,8
"BETALL10_SH_12","BETALL","SH","BETALL10_SH",15,12,2,23,13,10
"BETALL16_HF_01","BETALL","HF","BETALL16_HF",15,8,2,30,17,13
"BETALL16_HF_02","BETALL","HF","BETALL16_HF",15,12,0,29,20,9
"BETALL16_HF_03","BETALL","HF","BETALL16_HF",20,12,2,27,14,13
